Date,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,LeapYear,WorkingDays
2044-07-01,0,0,0,0,1,0,0,1
2044-10-01,-1,1,1,1,1,2,0,-2
2045-01-01,1.711127004,1.50794786,1.50794786,1.50794786,1.812716576,0.50794786,-0.25,6.777817511
2045-04-01,-1.711127004,-0.50794786,-0.50794786,-0.50794786,-0.812716576,-0.50794786,0,-2.777817511
2045-07-01,0,0,0,0,0,1,0,-2.5
2045-10-01,-2,-3,-1,-1,-1,-1,0,-5.5
2046-01-01,-2.288872996,-0.49205214,-0.49205214,-0.49205214,-1.187283424,-0.49205214,-0.25,-3.722182489
2046-04-01,2.288872996,0.49205214,1.49205214,1.49205214,2.187283424,1.49205214,0,4.222182489
2046-07-01,-1,-1,-1,-1,-1,-1,0,-2.5
2046-10-01,1,-1,-2,0,0,0,0,-2
2047-01-01,-0.288872996,-0.49205214,0.50794786,0.50794786,0.812716576,0.50794786,-0.25,-0.222182489
2047-04-01,-0.711127004,-0.50794786,-1.50794786,-0.50794786,-0.812716576,-0.50794786,0,-2.777817511
2047-07-01,1,0,0,0,0,0,0,1
2047-10-01,0,1,-1,-2,0,0,0,-2
2048-01-01,0.711127004,0.50794786,-0.49205214,0.50794786,0.812716576,0.50794786,0.75,0.777817511
2048-04-01,-0.711127004,-0.50794786,-0.50794786,-0.50794786,-1.812716576,-0.50794786,0,-2.777817511
2048-07-01,0,0,1,0,0,0,0,1
2048-10-01,0,0,0,1,-1,-2,0,5
2049-01-01,0.711127004,0.50794786,0.50794786,-0.49205214,-0.187283424,0.50794786,-0.25,-0.222182489
2049-04-01,-0.711127004,-0.50794786,-0.50794786,-0.50794786,-0.812716576,-1.50794786,0,0.722182489
2049-07-01,0,0,0,1,0,0,0,1
2049-10-01,2,2,2,2,3,1,0,8.5
2050-01-01,0.711127004,0.50794786,0.50794786,0.50794786,-0.187283424,-0.49205214,-0.25,3.277817511
2050-04-01,0.288872996,0.49205214,0.49205214,0.49205214,0.187283424,0.49205214,0,0.722182489
2050-07-01,0,0,0,0,1,0,0,1
2050-10-01,-1,1,1,1,1,2,0,-2
2051-01-01,0.711127004,0.50794786,0.50794786,0.50794786,-0.187283424,-0.49205214,-0.25,3.277817511
2051-04-01,-0.711127004,0.49205214,0.49205214,0.49205214,1.187283424,0.49205214,0,0.722182489
2051-07-01,0,0,0,0,0,1,0,-2.5
2051-10-01,-2,-3,-1,-1,-1,-1,0,-5.5
2052-01-01,-0.288872996,0.50794786,0.50794786,0.50794786,0.812716576,0.50794786,0.75,0.777817511
2052-04-01,-0.711127004,-0.50794786,-1.50794786,-0.50794786,-0.812716576,-0.50794786,0,-2.777817511
2052-07-01,1,0,0,0,0,0,0,1
2052-10-01,0,1,-1,-2,0,0,0,-2
2053-01-01,0.711127004,-0.49205214,-0.49205214,0.50794786,0.812716576,0.50794786,-0.25,-0.222182489
2053-04-01,-0.711127004,-0.50794786,-0.50794786,-1.50794786,-0.812716576,-0.50794786,0,-2.777817511
2053-07-01,0,1,0,0,0,0,0,1
2053-10-01,0,0,1,-1,-2,0,0,-2
2054-01-01,-2.288872996,-1.49205214,-2.49205214,-2.49205214,-2.187283424,-1.49205214,-0.25,-7.222182489
2054-04-01,2.288872996,1.49205214,1.49205214,1.49205214,1.187283424,1.49205214,0,4.222182489
2054-07-01,0,0,1,0,0,0,0,1
2054-10-01,0,0,0,1,-1,-2,0,5
2055-01-01,0.711127004,0.50794786,0.50794786,-0.49205214,-0.187283424,0.50794786,-0.25,-0.222182489
2055-04-01,-0.711127004,-0.50794786,-0.50794786,-0.50794786,-0.812716576,-1.50794786,0,0.722182489
2055-07-01,0,0,0,1,0,0,0,1
2055-10-01,2,2,2,2,3,1,0,8.5
2056-01-01,-0.288872996,-0.49205214,-0.49205214,-0.49205214,-1.187283424,-1.49205214,0.75,0.777817511
2056-04-01,-0.711127004,0.49205214,0.49205214,0.49205214,1.187283424,0.49205214,0,0.722182489
2056-07-01,0,0,0,0,0,1,0,-2.5
2056-10-01,-2,-3,-1,-1,-1,-1,0,-5.5
2057-01-01,0.711127004,1.50794786,1.50794786,1.50794786,1.812716576,1.50794786,-0.25,3.277817511
2057-04-01,-0.711127004,-1.50794786,-0.50794786,-0.50794786,-0.812716576,-0.50794786,0,-2.777817511
2057-07-01,-1,-1,-1,-1,-1,-1,0,-2.5
2057-10-01,1,-1,-2,0,0,0,0,-2
2058-01-01,-0.288872996,-0.49205214,0.50794786,0.50794786,0.812716576,0.50794786,-0.25,-0.222182489
2058-04-01,-0.711127004,-0.50794786,-1.50794786,-0.50794786,-0.812716576,-0.50794786,0,-2.777817511
2058-07-01,1,0,0,0,0,0,0,1
2058-10-01,0,1,-1,-2,0,0,0,-2
2059-01-01,-2.288872996,-2.49205214,-2.49205214,-1.49205214,-2.187283424,-1.49205214,-0.25,-7.222182489
2059-04-01,2.288872996,1.49205214,1.49205214,0.49205214,2.187283424,1.49205214,0,4.222182489
2059-07-01,0,1,0,0,0,0,0,1
2059-10-01,0,0,1,-1,-2,0,0,-2
2060-01-01,0.711127004,0.50794786,0.50794786,-0.49205214,0.812716576,0.50794786,0.75,0.777817511
2060-04-01,-0.711127004,-0.50794786,-0.50794786,-0.50794786,-0.812716576,-1.50794786,0,0.722182489
2060-07-01,0,0,0,1,0,0,0,1
2060-10-01,2,2,2,2,3,1,0,8.5
2061-01-01,0.711127004,0.50794786,0.50794786,0.50794786,-0.187283424,-0.49205214,-0.25,3.277817511
2061-04-01,0.288872996,0.49205214,0.49205214,0.49205214,0.187283424,0.49205214,0,0.722182489
2061-07-01,0,0,0,0,1,0,0,1
2061-10-01,-1,1,1,1,1,2,0,-2
2062-01-01,-1.288872996,-0.49205214,-0.49205214,-0.49205214,-1.187283424,-1.49205214,-0.25,-0.222182489
2062-04-01,1.288872996,1.49205214,1.49205214,1.49205214,2.187283424,1.49205214,0,4.222182489
2062-07-01,0,0,0,0,0,1,0,-2.5
2062-10-01,-2,-3,-1,-1,-1,-1,0,-5.5
2063-01-01,0.711127004,1.50794786,1.50794786,1.50794786,1.812716576,1.50794786,-0.25,3.277817511
2063-04-01,-0.711127004,-1.50794786,-0.50794786,-0.50794786,-0.812716576,-0.50794786,0,-2.777817511
2063-07-01,-1,-1,-1,-1,-1,-1,0,-2.5
2063-10-01,1,-1,-2,0,0,0,0,-2
2064-01-01,0.711127004,-0.49205214,0.50794786,0.50794786,0.812716576,0.50794786,0.75,0.777817511
2064-04-01,-0.711127004,-0.50794786,-0.50794786,-1.50794786,-0.812716576,-0.50794786,0,-2.777817511
2064-07-01,0,1,0,0,0,0,0,1
2064-10-01,0,0,1,-1,-2,0,0,-2
2065-01-01,-2.288872996,-1.49205214,-2.49205214,-2.49205214,-2.187283424,-1.49205214,-0.25,-7.222182489
2065-04-01,2.288872996,1.49205214,1.49205214,1.49205214,1.187283424,1.49205214,0,4.222182489
2065-07-01,0,0,1,0,0,0,0,1
2065-10-01,0,0,0,1,-1,-2,0,5
2066-01-01,0.711127004,0.50794786,0.50794786,-0.49205214,-0.187283424,0.50794786,-0.25,-0.222182489
2066-04-01,-0.711127004,-0.50794786,-0.50794786,-0.50794786,-0.812716576,-1.50794786,0,0.722182489
2066-07-01,0,0,0,1,0,0,0,1
2066-10-01,2,2,2,2,3,1,0,8.5
2067-01-01,0.711127004,0.50794786,0.50794786,0.50794786,-0.187283424,-0.49205214,-0.25,3.277817511
2067-04-01,0.288872996,0.49205214,0.49205214,0.49205214,0.187283424,0.49205214,0,0.722182489
2067-07-01,0,0,0,0,1,0,0,1
2067-10-01,-1,1,1,1,1,2,0,-2
2068-01-01,1.711127004,1.50794786,1.50794786,1.50794786,1.812716576,1.50794786,0.75,4.277817511
2068-04-01,-0.711127004,-1.50794786,-0.50794786,-0.50794786,-0.812716576,-0.50794786,0,-2.777817511
2068-07-01,-1,-1,-1,-1,-1,-1,0,-2.5
2068-10-01,1,-1,-2,0,0,0,0,-2
2069-01-01,-0.288872996,-0.49205214,0.50794786,0.50794786,0.812716576,0.50794786,-0.25,-0.222182489
2069-04-01,-0.711127004,-0.50794786,-1.50794786,-0.50794786,-0.812716576,-0.50794786,0,-2.777817511
2069-07-01,1,0,0,0,0,0,0,1
2069-10-01,0,1,-1,-2,0,0,0,-2
2070-01-01,-2.288872996,-2.49205214,-2.49205214,-1.49205214,-2.187283424,-1.49205214,-0.25,-7.222182489
2070-04-01,2.288872996,1.49205214,1.49205214,0.49205214,2.187283424,1.49205214,0,4.222182489
2070-07-01,0,1,0,0,0,0,0,1
2070-10-01,0,0,1,-1,-2,0,0,-2
2071-01-01,0.711127004,0.50794786,-0.49205214,-0.49205214,0.812716576,0.50794786,-0.25,-0.222182489
2071-04-01,-0.711127004,-0.50794786,-0.50794786,-0.50794786,-1.812716576,-0.50794786,0,-2.777817511
2071-07-01,0,0,1,0,0,0,0,1
2071-10-01,0,0,0,1,-1,-2,0,5
2072-01-01,0.711127004,0.50794786,0.50794786,0.50794786,-0.187283424,0.50794786,0.75,0.777817511
2072-04-01,0.288872996,0.49205214,0.49205214,0.49205214,0.187283424,0.49205214,0,0.722182489
2072-07-01,0,0,0,0,1,0,0,1
2072-10-01,-1,1,1,1,1,2,0,-2
2073-01-01,-1.288872996,-0.49205214,-0.49205214,-0.49205214,-1.187283424,-1.49205214,-0.25,-0.222182489
2073-04-01,1.288872996,1.49205214,1.49205214,1.49205214,2.187283424,1.49205214,0,4.222182489
2073-07-01,0,0,0,0,0,1,0,-2.5
2073-10-01,-2,-3,-1,-1,-1,-1,0,-5.5
2074-01-01,0.711127004,1.50794786,1.50794786,1.50794786,1.812716576,1.50794786,-0.25,3.277817511
2074-04-01,-0.711127004,-1.50794786,-0.50794786,-0.50794786,-0.812716576,-0.50794786,0,-2.777817511
2074-07-01,-1,-1,-1,-1,-1,-1,0,-2.5
2074-10-01,1,-1,-2,0,0,0,0,-2
2075-01-01,-0.288872996,-0.49205214,0.50794786,0.50794786,0.812716576,0.50794786,-0.25,-0.222182489
2075-04-01,-0.711127004,-0.50794786,-1.50794786,-0.50794786,-0.812716576,-0.50794786,0,-2.777817511
2075-07-01,1,0,0,0,0,0,0,1
2075-10-01,0,1,-1,-2,0,0,0,-2
2076-01-01,0.711127004,0.50794786,-0.49205214,0.50794786,0.812716576,0.50794786,0.75,0.777817511
2076-04-01,-0.711127004,-0.50794786,-0.50794786,-0.50794786,-1.812716576,-0.50794786,0,-2.777817511
2076-07-01,0,0,1,0,0,0,0,1
2076-10-01,0,0,0,1,-1,-2,0,5
2077-01-01,0.711127004,0.50794786,0.50794786,-0.49205214,-0.187283424,0.50794786,-0.25,-0.222182489
2077-04-01,-0.711127004,-0.50794786,-0.50794786,-0.50794786,-0.812716576,-1.50794786,0,0.722182489
2077-07-01,0,0,0,1,0,0,0,1
2077-10-01,2,2,2,2,3,1,0,8.5
2078-01-01,0.711127004,0.50794786,0.50794786,0.50794786,-0.187283424,-0.49205214,-0.25,3.277817511
2078-04-01,0.288872996,0.49205214,0.49205214,0.49205214,0.187283424,0.49205214,0,0.722182489
2078-07-01,0,0,0,0,1,0,0,1
2078-10-01,-1,1,1,1,1,2,0,-2
2079-01-01,1.711127004,1.50794786,1.50794786,1.50794786,1.812716576,0.50794786,-0.25,6.777817511
2079-04-01,-1.711127004,-0.50794786,-0.50794786,-0.50794786,-0.812716576,-0.50794786,0,-2.777817511
2079-07-01,0,0,0,0,0,1,0,-2.5
2079-10-01,-2,-3,-1,-1,-1,-1,0,-5.5
2080-01-01,-0.288872996,0.50794786,0.50794786,0.50794786,0.812716576,0.50794786,0.75,0.777817511
2080-04-01,-0.711127004,-0.50794786,-1.50794786,-0.50794786,-0.812716576,-0.50794786,0,-2.777817511
2080-07-01,1,0,0,0,0,0,0,1
2080-10-01,0,1,-1,-2,0,0,0,-2
2081-01-01,-2.288872996,-2.49205214,-2.49205214,-1.49205214,-2.187283424,-1.49205214,-0.25,-7.222182489
2081-04-01,2.288872996,1.49205214,1.49205214,0.49205214,2.187283424,1.49205214,0,4.222182489
2081-07-01,0,1,0,0,0,0,0,1
2081-10-01,0,0,1,-1,-2,0,0,-2
2082-01-01,0.711127004,0.50794786,-0.49205214,-0.49205214,0.812716576,0.50794786,-0.25,-0.222182489
2082-04-01,-0.711127004,-0.50794786,-0.50794786,-0.50794786,-1.812716576,-0.50794786,0,-2.777817511
2082-07-01,0,0,1,0,0,0,0,1
2082-10-01,0,0,0,1,-1,-2,0,5
2083-01-01,0.711127004,0.50794786,0.50794786,-0.49205214,-0.187283424,0.50794786,-0.25,-0.222182489
2083-04-01,-0.711127004,-0.50794786,-0.50794786,-0.50794786,-0.812716576,-1.50794786,0,0.722182489
2083-07-01,0,0,0,1,0,0,0,1
2083-10-01,2,2,2,2,3,1,0,8.5
2084-01-01,-2.288872996,-1.49205214,-1.49205214,-1.49205214,-2.187283424,-2.49205214,0.75,-2.722182489
2084-04-01,1.288872996,1.49205214,1.49205214,1.49205214,2.187283424,1.49205214,0,4.222182489
2084-07-01,0,0,0,0,0,1,0,-2.5
2084-10-01,-2,-3,-1,-1,-1,-1,0,-5.5
2085-01-01,0.711127004,1.50794786,1.50794786,1.50794786,1.812716576,1.50794786,-0.25,3.277817511
2085-04-01,-0.711127004,-1.50794786,-0.50794786,-0.50794786,-0.812716576,-0.50794786,0,-2.777817511
2085-07-01,-1,-1,-1,-1,-1,-1,0,-2.5
2085-10-01,1,-1,-2,0,0,0,0,-2
2086-01-01,-1.288872996,-1.49205214,-0.49205214,-0.49205214,-1.187283424,-0.49205214,-0.25,-3.722182489
2086-04-01,0.288872996,0.49205214,-0.50794786,0.49205214,1.187283424,0.49205214,0,0.722182489
2086-07-01,1,0,0,0,0,0,0,1
2086-10-01,0,1,-1,-2,0,0,0,-2
2087-01-01,0.711127004,-0.49205214,-0.49205214,0.50794786,0.812716576,0.50794786,-0.25,-0.222182489
2087-04-01,-0.711127004,-0.50794786,-0.50794786,-1.50794786,-0.812716576,-0.50794786,0,-2.777817511
2087-07-01,0,1,0,0,0,0,0,1
2087-10-01,0,0,1,-1,-2,0,0,-2
2088-01-01,0.711127004,0.50794786,0.50794786,-0.49205214,0.812716576,0.50794786,0.75,0.777817511
2088-04-01,-0.711127004,-0.50794786,-0.50794786,-0.50794786,-0.812716576,-1.50794786,0,0.722182489
2088-07-01,0,0,0,1,0,0,0,1
2088-10-01,2,2,2,2,3,1,0,8.5
2089-01-01,0.711127004,0.50794786,0.50794786,0.50794786,-0.187283424,-0.49205214,-0.25,3.277817511
2089-04-01,0.288872996,0.49205214,0.49205214,0.49205214,0.187283424,0.49205214,0,0.722182489
2089-07-01,0,0,0,0,1,0,0,1
2089-10-01,-1,1,1,1,1,2,0,-2
2090-01-01,1.711127004,1.50794786,1.50794786,1.50794786,1.812716576,0.50794786,-0.25,6.777817511
2090-04-01,-1.711127004,-0.50794786,-0.50794786,-0.50794786,-0.812716576,-0.50794786,0,-2.777817511
2090-07-01,0,0,0,0,0,1,0,-2.5
2090-10-01,-2,-3,-1,-1,-1,-1,0,-5.5
2091-01-01,0.711127004,1.50794786,1.50794786,1.50794786,1.812716576,1.50794786,-0.25,3.277817511
2091-04-01,-0.711127004,-1.50794786,-0.50794786,-0.50794786,-0.812716576,-0.50794786,0,-2.777817511
2091-07-01,-1,-1,-1,-1,-1,-1,0,-2.5
2091-10-01,1,-1,-2,0,0,0,0,-2
2092-01-01,-2.288872996,-2.49205214,-1.49205214,-1.49205214,-2.187283424,-1.49205214,0.75,-6.222182489
2092-04-01,2.288872996,1.49205214,1.49205214,0.49205214,2.187283424,1.49205214,0,4.222182489
2092-07-01,0,1,0,0,0,0,0,1
2092-10-01,0,0,1,-1,-2,0,0,-2
2093-01-01,0.711127004,0.50794786,-0.49205214,-0.49205214,0.812716576,0.50794786,-0.25,-0.222182489
2093-04-01,-0.711127004,-0.50794786,-0.50794786,-0.50794786,-1.812716576,-0.50794786,0,-2.777817511
2093-07-01,0,0,1,0,0,0,0,1
2093-10-01,0,0,0,1,-1,-2,0,5
2094-01-01,0.711127004,0.50794786,0.50794786,-0.49205214,-0.187283424,0.50794786,-0.25,-0.222182489
2094-04-01,-0.711127004,-0.50794786,-0.50794786,-0.50794786,-0.812716576,-1.50794786,0,0.722182489
2094-07-01,0,0,0,1,0,0,0,1
2094-10-01,2,2,2,2,3,1,0,8.5
2095-01-01,0.711127004,0.50794786,0.50794786,0.50794786,-0.187283424,-0.49205214,-0.25,3.277817511
2095-04-01,0.288872996,0.49205214,0.49205214,0.49205214,0.187283424,0.49205214,0,0.722182489
2095-07-01,0,0,0,0,1,0,0,1
2095-10-01,-1,1,1,1,1,2,0,-2
2096-01-01,1.711127004,1.50794786,1.50794786,1.50794786,1.812716576,1.50794786,0.75,4.277817511
2096-04-01,-0.711127004,-1.50794786,-0.50794786,-0.50794786,-0.812716576,-0.50794786,0,-2.777817511
2096-07-01,-1,-1,-1,-1,-1,-1,0,-2.5
2096-10-01,1,-1,-2,0,0,0,0,-2
2097-01-01,-1.288872996,-1.49205214,-0.49205214,-0.49205214,-1.187283424,-0.49205214,-0.25,-3.722182489
2097-04-01,0.288872996,0.49205214,-0.50794786,0.49205214,1.187283424,0.49205214,0,0.722182489
2097-07-01,1,0,0,0,0,0,0,1
2097-10-01,0,1,-1,-2,0,0,0,-2
2098-01-01,0.711127004,-0.49205214,-0.49205214,0.50794786,0.812716576,0.50794786,-0.25,-0.222182489
2098-04-01,-0.711127004,-0.50794786,-0.50794786,-1.50794786,-0.812716576,-0.50794786,0,-2.777817511
2098-07-01,0,1,0,0,0,0,0,1
2098-10-01,0,0,1,-1,-2,0,0,-2
2099-01-01,0.711127004,0.50794786,-0.49205214,-0.49205214,0.812716576,0.50794786,-0.25,-0.222182489
2099-04-01,-0.711127004,-0.50794786,-0.50794786,-0.50794786,-1.812716576,-0.50794786,0,-2.777817511
2099-07-01,0,0,1,0,0,0,0,1
2099-10-01,0,0,0,1,-1,-2,0,5
